133.1	210.2	0	195.7	3.1	949.4	795.3	28	
475	0	59	142	1.9	1098	641	28	
233.8	0	94.6	197.9	4.6	947	852.2	28	
173.5	50.1	173.5	164.8	6.5	1006.2	793.5	3	
190.3	0	125.2	166.6	9.9	1079	798.9	3	
290.4	0	96.2	168.1	9.4	961.2	865	56	
295.7	0	95.6	171.5	8.9	955.1	859.2	100	
250	0	95.7	191.8	5.3	948.9	857.2	28	
303.6	139.9	0	213.5	6.2	895.5	722.5	28	
165	0	143.6	163.8	0	1005.6	900.9	28	
212	141.3	0	203.5	0	973.4	750	28	
252	97	76	194	8	835	821	28	
349	0	0	192	0	1056	809	120	
167.4	129.9	128.6	175.5	7.8	1006.3	746.6	28	
540	0	0	173	0	1125	613	14	
376	0	0	214.6	0	1003.5	762.4	14	
157	236	0	192	0	935.4	781.2	3	
143	169.4	142.7	190.7	8.4	967.4	643.5	28	
212	0	124.8	159	7.8	1085.4	799.5	14	
213.5	0	174.2	154.6	11.7	1052.3	775.5	100	
238.2	158.8	0	185.7	0	1040.6	734.3	28	
331	0	0	192	0	978	825	3	
133	200	0	192	0	927.4	839.2	7	
212.1	0	121.6	180.3	5.7	1057.6	779.3	3	
203.5	305.3	0	203.5	0	963.4	630	28	
331	170	0	195	8	811	802	28	
475	0	0	228	0	932	594	270	
250.2	166.8	0	203.5	0	977.6	694.1	90	
284	15	141	179	5.5	842	801	7	
385	0	136	158	20	903	768	28	
148.1	0	136.6	158.1	16.1	1001.8	830.1	28	
393	0	0	192	0	940.6	785.6	3	
213.8	98.1	24.5	181.7	6.7	1066	785.5	100	
181.4	0	167	169.6	7.6	1055.6	777.8	3	
393	0	0	192	0	940	758	90	
246.8	0	125.1	143.3	12	1086.8	800.9	56	
212.6	0	100.4	159.4	10.4	1003.8	903.8	28	
214.9	53.8	121.9	155.6	9.6	1014.3	780.6	28	
167	75.4	167	164	7.9	1007.3	770.1	56	
427.5	47.5	0	228	0	932	594	90	
116	173	0	192	0	909.8	891.9	90	
450.1	50	0	200	3	1124.4	613.2	28	
388.6	97.1	0	157.9	12.1	852.1	925.7	56	
405	0	0	175	0	1120	695	28	
246.8	0	125.1	143.3	12	1086.8	800.9	14	
213.5	0	174.2	159.2	11.7	1043.6	771.9	56	
288.4	121	0	177.4	7	907.9	829.5	28	
238.1	0	94.1	186.7	7	949.9	847	14	
252.1	97.1	75.6	193.8	8.3	835.5	821.4	28	
229.7	0	118.2	195.2	6.1	1028.1	757.6	28	
382.5	0	0	185.7	0	1047.8	739.3	28	
337.9	189	0	174.9	9.5	944.7	755.8	56	
183.9	122.6	0	203.5	0	959.2	800	3	
143.6	0	174.9	158.4	17.9	942.7	844.5	28	
297.2	0	117.5	174.8	9.5	1022.8	753.5	56	
252.3	0	98.8	146.3	14.2	987.8	889	3	
302	0	0	203	0	974	817	180	
339	0	0	185	0	1069	754	7	
275.1	0	121.4	159.5	9.9	1053.6	777.5	56	
251.4	0	118.3	188.5	6.4	1028.4	757.7	14	
141.3	212	0	203.5	0	971.8	748.5	90	
388.6	97.1	0	157.9	12.1	852.1	925.7	3	
251.4	0	118.3	192.9	5.8	1043.6	754.3	100	
250	0	95.7	187.4	5.5	956.9	861.2	14	
290.4	0	96.2	168.1	9.4	961.2	865	14	
149	236	0	176	13	847	893	28	
380	95	0	228	0	932	594	7	
393	0	0	192	0	940	758	28	
146	230	0	202	3	827	872	28	
295.7	0	95.6	171.5	8.9	955.1	859.2	3	
397	0	0	186	0	1040	734	28	
238.1	0	94.1	186.7	7	949.9	847	3	
173.8	93.4	159.9	172.3	9.7	1007.2	746.6	100	
229.7	0	118.2	195.2	6.1	1028.1	757.6	14	
339	0	0	197	0	968	781	14	
425	106.3	0	153.5	16.5	852.1	887.1	91	
181.4	0	167	169.6	7.6	1055.6	777.8	14	
318.8	212.5	0	155.7	14.3	852.1	880.4	3	
540	0	0	162	2.5	1040	676	28	
181.4	0	167	169.6	7.6	1055.6	777.8	56	
213.5	0	174.2	154.6	11.7	1052.3	775.5	14	
178	129.8	118.6	179.9	3.6	1007.3	746.8	3	
540	0	0	173	0	1125	613	3	
500	0	0	140	4	966	853	28	
296	0	0	192	0	1085	765	28	
313.3	262.2	0	175.5	8.6	1046.9	611.8	28	
213.8	98.1	24.5	181.7	6.7	1066	785.5	56	
540	0	0	173	0	1125	613	270	
212.5	0	100.4	159.3	8.7	1007.8	903.6	56	
145	0	134	181	11	979	812	28	
312.7	144.7	0	127.3	8	999.7	822.2	28	
218.9	0	124.1	158.5	11.3	1078.7	794.9	14	
198.6	132.4	0	192	0	978.4	825.5	90	
135.7	203.5	0	185.7	0	1076.2	759.3	28	
140	133	103	200	7	916	753	28	
186.2	124.1	0	185.7	0	1083.4	764.3	7	
289	0	0	192	0	913.2	895.3	28	
212.1	0	121.6	180.3	5.7	1057.6	779.3	100	
212	141.3	0	203.5	0	973.4	750	7	
218.9	0	124.1	158.5	11.3	1078.7	794.9	100	
166.1	0	163.3	176.5	4.5	1058.6	780.1	56	
307	0	0	193	0	968	812	180	
339	0	0	197	0	968	781	7	
233.8	0	94.6	197.9	4.6	947	852.2	100	
166	260	0	183	13	859	827	28	
237.5	237.5	0	228	0	932	594	180	
229.7	0	118.2	195.2	6.1	1028.1	757.6	3	
155	0	143	193	9	1047	697	28	
298.1	0	107.5	163.6	12.8	953.2	784	28	
252.3	0	98.8	146.3	14.2	987.8	889	100	
382	0	0	186	0	1047	739	7	
122.6	183.9	0	203.5	0	958.2	800.1	3	
178	129.8	118.6	179.9	3.6	1007.3	746.8	56	
385	0	0	186	0	966	763	1	
192	288	0	192	0	929.8	716.1	7	
237.5	237.5	0	228	0	932	594	7	
194.7	0	100.5	165.6	7.5	1006.4	905.9	56	
333	0	0	192	0	931.2	842.6	3	
350	0	0	203	0	974	775	7	
491	26	123	201	3.9	822	699	28	
222.4	0	96.7	189.3	4.5	967.1	870.3	100	
236	0	0	193	0	968	885	7	
236	0	0	194	0	968	885	3	
236	0	0	194	0	968	885	14	
500	0	0	200	0	1125	613	90	
310	0	0	192	0	970	850	180	
313	145	0	178	8	1002	689	28	
181.4	0	167	169.6	7.6	1055.6	777.8	100	
233.8	0	94.6	197.9	4.6	947	852.2	14	
284	15	141	179	5.5	842	801	28	
322.5	148.6	0	185.8	8.5	951	709.5	28	
427.5	47.5	0	228	0	932	594	270	
212.6	0	100.4	159.4	10.4	1003.8	903.8	100	
225	0	0	181	0	1113	833	7	
387	20	94	157	13.9	938	845	56	
222.4	0	96.7	189.3	4.5	967.1	870.3	14	
145.7	172.6	0	181.9	3.4	985.8	816.8	28	
286.3	200.9	0	144.7	11.2	1004.6	803.7	3	
154.8	0	142.8	193.3	9.1	877.2	867.7	28	
382	0	0	186	0	1111	784	7	
251.4	0	118.3	192.9	5.8	1043.6	754.3	28	
200	0	0	180	0	1125	845	28	
350	0	0	203	0	974	775	90	
152	0	112	184	8	992	816	28	
475	0	0	228	0	932	594	365	
150	237	0	174	12	1069	675	28	
214.9	53.8	121.9	155.6	9.6	1014.3	780.6	100	
266	114	0	228	0	932	670	28	
425	106.3	0	153.5	16.5	852.1	887.1	3	
275	180	120	162	10.4	830	765	28	
304	76	0	228	0	932	670	28	
362.6	189	0	164.9	11.6	944.7	755.8	56	
374	0	0	190	7	1013	730	28	
231.8	0	121.6	174	6.7	1056.4	778.5	3	
313.8	0	112.6	169.9	10.1	925.3	782.9	28	
173.8	93.4	159.9	172.3	9.7	1007.2	746.6	3	
359	19	141	154	10.9	942	801	28	
480	0	0	192	0	936.2	712.2	3	
132	206.5	160.9	178.9	5.5	866.9	735.6	28	
307	0	0	193	0	968	812	90	
296	0	106.7	221.4	10.5	819.2	778.4	28	
362.6	189	0	164.9	11.6	944.7	755.8	91	
252.5	0	0	185.7	0	1111.6	784.3	28	
255	0	0	192	0	889.8	945	3	
158.4	0	194.9	219.7	11	897.7	712.9	28	
251.4	0	118.3	188.5	6.4	1028.4	757.7	3	
214.9	53.8	121.9	155.6	9.6	1014.3	780.6	3	
332.5	142.5	0	228	0	932	594	90	
309.9	142.8	111.2	167.8	22.1	913.9	651.2	28	
389.9	189	0	145.9	22	944.7	755.8	56	
331	0	0	192	0	1025	821	3	
166.8	250.2	0	203.5	0	975.6	692.6	7	
249.1	0	98.8	158.1	12.8	987.8	889	3	
376	0	0	214.6	0	1003.5	762.4	3	
149	118	92	183	7	953	780	28	
275	0	0	183	0	1088	808	7	
166.1	0	163.3	176.5	4.5	1058.6	780.1	100	
480	0	0	192	0	936	721	90	
425	106.3	0	153.5	16.5	852.1	887.1	28	
331	0	0	192	0	978	825	90	
325.6	166.4	0	174	8.9	881.6	790	28	
149.5	236	0	175.8	12.6	846.8	892.7	28	
157	236	0	192	0	935.4	781.2	90	
151.6	0	111.9	184.4	7.9	992	815.9	28	
397	17.2	158	167	20.8	967	633	28	
349	0	0	192	0	1056	809	3	
154	144	112	220	10	923	658	28	
387	20	94	157	13.9	938	845	7	
165	0	143.6	163.8	0	1005.6	900.9	3	
331	0	0	192	0	879	825	3	
213.7	0	174.7	154.8	10.2	1053.5	776.4	100	
255	0	0	192	0	889.8	945	90	
183.9	122.6	0	203.5	0	959.2	800	7	
427.5	47.5	0	228	0	932	594	28	
356	119	0	160	9	1061	657	28	
297.2	0	117.5	174.8	9.5	1022.8	753.5	14	
374	189.2	0	170.1	10.1	926.1	756.7	3	
446	24	79	162	11.6	967	712	56	
203.5	305.3	0	203.5	0	963.4	630	90	
277	0	0	191	0	968	856	90	
362.6	189	0	164.9	11.6	944.7	755.8	3	
135.7	203.5	0	185.7	0	1076.2	759.3	7	
339	0	0	185	0	1069	754	28	
144	170	133	192	8	814	805	28	
157	214	152	200	9	819	704	28	
230	0	118.3	195.5	4.6	1029.4	758.6	14	
439	177	0	186	11.1	884.9	707.9	91	
540	0	0	173	0	1125	613	180	
158.8	238.2	0	185.7	0	1040.6	734.3	28	
295.8	0	0	185.7	0	1091.4	769.3	28	
323.7	282.8	0	183.8	10.3	942.7	659.9	56	
159.8	250	0	168.4	12.2	1049.3	688.2	28	
183.9	122.6	0	203.5	0	959.2	800	90	
155.6	243.5	0	180.3	10.7	1022	697.7	28	
202	11	141	206	1.7	942	801	56	
469	117.2	0	137.8	32.2	852.1	840.5	91	
331	0	0	192	0	1025	821	28	
475	118.8	0	181.1	8.9	852.1	781.5	3	
349	0	0	192	0	1056	809	7	
102	153	0	192	0	887	942	3	
212.5	0	100.4	159.3	8.7	1007.8	903.6	100	
425	106.3	0	153.5	16.5	852.1	887.1	7	
190.7	0	125.4	162.1	7.8	1090	804	14	
213.7	98.1	24.5	181.7	6.9	1065.8	785.4	56	
425	106.3	0	153.5	16.5	852.1	887.1	56	
387	20	94	157	11.6	938	845	28	
276.4	116	90.3	179.6	8.9	870.1	768.3	28	
220.8	147.2	0	185.7	0	1055	744.3	7	
167	75.4	167	164	7.9	1007.3	770.1	28	
425	106.3	0	153.5	16.5	852.1	887.1	56	
149	139	109	193	6	892	780	28	
375	93.8	0	126.6	23.4	852.1	992.6	7	
213.7	0	174.7	154.8	10.2	1053.5	776.4	14	
255	99	77	189	6	919	749	28	
236	157	0	192	0	972.6	749.1	7	
374	189.2	0	170.1	10.1	926.1	756.7	28	
375	93.8	0	126.6	23.4	852.1	992.6	3	
359	19	141	154	10.9	942	801	3	
168.9	42.2	124.3	158.3	10.8	1080.8	796.2	14	
236	157	0	192	0	972.6	749.1	28	
500	0	0	200	0	1125	613	28	
149	117.6	91.7	182.9	7.1	953.4	780.3	28	
251.4	0	118.3	188.5	5.8	1028.4	757.7	56	
318.8	212.5	0	155.7	14.3	852.1	880.4	7	
228	342.1	0	185.7	0	955.8	674.3	7	
148	0	137	158	16	1002	830	28	
318.8	212.5	0	155.7	14.3	852.1	880.4	91	
313	161	0	178	10	917	759	28	
222.4	0	96.7	189.3	4.5	967.1	870.3	3	
446	24	79	162	11.6	967	712	56	
277.2	97.8	24.5	160.7	11.2	1061.7	782.5	100	
286.3	200.9	0	144.7	11.2	1004.6	803.7	91	
116	173	0	192	0	909.8	891.9	3	
331	0	0	192	0	978	825	28	
155	0	143	193	9	877	868	28	
151	0	185	167	16	1074	678	28	
251.4	0	118.3	188.5	5.8	1028.4	757.7	3	
287.3	120.5	93.9	187.6	9.2	904.4	695.9	28	
190.7	0	125.4	162.1	7.8	1090	804	28	
213.7	98.1	24.5	181.7	6.9	1065.8	785.4	3	
203.5	305.3	0	203.5	0	963.4	630	7	
349	0	0	192	0	1047	806	3	
254	0	0	198	0	968	863	180	
173.5	50.1	173.5	164.8	6.5	1006.2	793.5	100	
485	0	0	146	0	1120	800	28	
250	0	0	182	0	1100	820	7	
322	0	116	196	10	818	813	28	
289	0	0	192	0	913.2	895.3	3	
374	189.2	0	170.1	10.1	926.1	756.7	56	
147	115	89	202	9	860	829	28	
190.3	0	125.2	161.9	9.9	1088.1	802.6	3	
295.7	0	95.6	171.5	8.9	955.1	859.2	56	
339	0	0	197	0	968	781	180	
297	0	0	186	0	1040	734	7	
252.5	0	0	185.7	0	1111.6	784.3	7	
108.3	162.4	0	203.5	0	938.2	849	3	
153	145	113	178	8	867	824	28	
425	106.3	0	153.5	16.5	852.1	887.1	91	
251.4	0	118.3	188.5	5.8	1028.4	757.7	28	
350	0	0	203	0	974	775	180	
172.4	13.6	172.4	156.8	4.1	1006.3	856.4	14	
342	38	0	228	0	932	670	270	
165	0	143.6	163.8	0	1005.6	900.9	14	
296	0	107	221	11	819	778	28	
469	117.2	0	137.8	32.2	852.1	840.5	56	
305.3	203.5	0	203.5	0	965.4	631	90	
425	106.3	0	151.4	18.6	936	803.7	28	
304	76	0	228	0	932	670	365	
300	0	0	184	0	1075	795	7	
151.8	178.1	138.7	167.5	18.3	944	694.6	28	
182	45.2	122	170.2	8.2	1059.4	780.7	14	
342	38	0	228	0	932	670	180	
389.9	189	0	145.9	22	944.7	755.8	7	
251.4	0	118.3	188.5	6.4	1028.4	757.7	28	
194.7	0	100.5	170.2	7.5	998	901.8	56	
151	0	184	167	12	991	772	28	
213.7	98.1	24.5	181.7	6.9	1065.8	785.4	100	
173.5	50.1	173.5	164.8	6.5	1006.2	793.5	28	
310	0	0	192	0	1012	830	3	
359	19	141	154	10.9	942	801	56	
165	128.5	132.1	175.1	8.1	1005.8	746.6	100	
491	26	123	210	3.9	882	699	56	
310	142.8	0	167.9	10	914.3	804	28	
380	95	0	228	0	932	594	180	
401.8	94.7	0	147.4	11.4	946.8	852.1	7	
275	0	0	183	0	1088	808	28	
153	102	0	192	0	888	943.1	7	
295.7	0	95.6	171.5	8.9	955.1	859.2	28	
337.9	189	0	174.9	9.5	944.7	755.8	28	
288	192	0	192	0	932	717.8	7	
212	0	124.8	159	7.8	1085.4	799.5	100	
152.6	238.7	0	200	6.3	1001.8	683.9	28	
310	143	111	168	22	914	651	28	
251.4	0	118.3	188.5	6.4	1028.4	757.7	56	
326.5	0	137.9	199	10.8	801.1	792.5	28	
255	0	0	192	0	889.8	945	28	
251.4	0	118.3	188.5	5.8	1028.4	757.7	100	
425	106.3	0	151.4	18.6	936	803.7	7	
173	116	0	192	0	946.8	856.8	90	
500	0	0	200	0	1125	613	7	
366	187	0	191.3	6.6	824.3	756.9	28	
198.6	132.4	0	192	0	978.4	825.5	28	
167.4	129.9	128.6	175.5	7.8	1006.3	746.6	56	
318.8	212.5	0	155.7	14.3	852.1	880.4	56	
158	0	195	220	11	898	713	28	
310	0	0	192	0	1012	830	90	
167	75.4	167	164	7.9	1007.3	770.1	3	
491	26	123	210	3.9	882	699	3	
304.8	0	99.6	196	9.8	959.4	705.2	28	
362.6	189	0	164.9	11.6	944.7	755.8	7	
213.5	0	174.2	159.2	11.7	1043.6	771.9	28	
162	190	148	179	19	838	741	28	
164.2	0	200.1	181.2	12.6	849.3	846	28	
325	0	0	184	0	1063	783	28	
425	106.3	0	153.5	16.5	852.1	887.1	28	
192	288	0	192	0	929.8	716.1	90	
380	95	0	228	0	932	594	28	
116	173	0	192	0	909.8	891.9	28	
446	24	79	162	11.6	967	712	28	
229.7	0	118.2	195.2	6.1	1028.1	757.6	100	
155.2	183.9	143.2	193.8	9.2	879.6	698.5	28	
314	0	113	170	10	925	783	28	
491	26	123	201	3.9	822	699	7	
238	0	0	186	0	1119	789	7	
237.5	237.5	0	228	0	932	594	270	
331	0	0	192	0	1025	821	120	
380	0	0	228	0	932	670	90	
380	95	0	228	0	932	594	90	
231.8	0	121.6	174	6.7	1056.4	778.5	14	
480	0	0	192	0	936	721	28	
202	11	141	206	1.7	942	801	7	
213.8	98.1	24.5	181.7	6.7	1066	785.5	3	
302	0	0	203	0	974	817	28	
249.1	0	98.8	158.1	12.8	987.8	889	100	
190.3	0	125.2	161.9	9.9	1088.1	802.6	100	
275.1	0	121.4	159.5	9.9	1053.6	777.5	3	
307	0	0	193	0	968	812	3	
288	121	0	177	7	908	829	28	
277.2	97.8	24.5	160.7	11.2	1061.7	782.5	14	
349	0	0	192	0	1056	809	90	
332.5	142.5	0	228	0	932	594	270	
375	93.8	0	126.6	23.4	852.1	992.6	91	
516	0	0	162	8.2	801	802	28	
362.6	189	0	164.9	11.6	944.7	755.8	28	
148.1	0	182.1	181.4	15	838.9	884.3	28	
212.5	0	100.4	159.3	8.7	1007.8	903.6	3	
276	116	90	180	9	870	768	28	
213.8	98.1	24.5	181.7	6.7	1066	785.5	28	
334	17.6	158	189	15.3	967	633	28	
349	0	0	192	0	1047	806	90	
350	0	0	203	0	974	775	56	
193.5	290.2	0	185.7	0	998.2	704.3	7	
194.7	0	100.5	170.2	7.5	998	901.8	100	
147.8	175.1	0	171.2	2.2	1000	828.5	28	
315	137	0	145	5.9	1130	745	28	
393	0	0	192	0	940.6	785.6	7	
500	0	0	200	0	1125	613	3	
500	0	0	200	0	1125	613	1	
252	0	0	186	0	1111	784	7	
172.4	13.6	172.4	156.8	4.1	1006.3	856.4	28	
339.2	0	0	185.7	0	1069.2	754.3	28	
190	190	0	228	0	932	670	365	
446	24	79	162	11.6	967	712	3	
525	0	0	189	0	1125	613	14	
165	128.5	132.1	175.1	8.1	1005.8	746.6	28	
313.3	262.2	0	175.5	8.6	1046.9	611.8	56	
194.7	0	100.5	170.2	7.5	998	901.8	28	
317.9	0	126.5	209.7	5.7	860.5	736.6	28	
425	106.3	0	151.4	18.6	936	803.7	3	
349	0	0	192	0	1047	806	360	
307	0	0	193	0	968	812	28	
277.1	0	97.4	160.6	11.8	973.9	875.6	14	
284	119.7	0	168.3	7.2	970.4	794.2	28	
277.1	0	97.4	160.6	11.8	973.9	875.6	3	
251.4	0	118.3	192.9	5.8	1043.6	754.3	3	
210.7	316.1	0	185.7	0	977	689.3	28	
183.9	122.6	0	203.5	0	959.2	800	28	
366	187	0	191	7	824	757	28	
139.6	209.4	0	192	0	1047	806.9	90	
218.2	54.6	123.8	140.8	11.9	1075.7	792.7	3	
182	45.2	122	170.2	8.2	1059.4	780.7	28	
251.8	0	99.9	146.1	12.4	1006	899.8	56	
222.4	0	96.7	189.3	4.5	967.1	870.3	28	
155	184	143	194	9	880	699	28	
318.8	212.5	0	155.7	14.3	852.1	880.4	28	
424	22	132	178	8.5	822	750	7	
475	0	0	162	9.5	1044	662	28	
148.5	139.4	108.6	192.7	6.1	892.4	780	28	
375	0	0	186	0	1038	758	7	
284	15	141	179	5.5	842	801	56	
531.3	0	0	141.8	28.2	852.1	893.7	91	
148	175	0	171	2	1000	828	28	
222.4	0	96.7	189.3	4.5	967.1	870.3	56	
362.6	189	0	164.9	11.6	944.7	755.8	91	
213.7	98.1	24.5	181.7	6.9	1065.8	785.4	28	
192	288	0	192	0	929.8	716.1	3	
310	0	0	192	0	1012	830	120	
296	0	0	186	0	1090	769	28	
254	0	0	198	0	968	863	365	
355.9	0	141.6	193.3	11	801.4	778.4	28	
266	114	0	228	0	932	670	365	
213.5	0	174.2	154.6	11.7	1052.3	775.5	28	
427.5	47.5	0	228	0	932	594	7	
333	17.5	163	167	17.9	996	652	28	
198.6	132.4	0	192	0	978.4	825.5	3	
314	145	113	179	8	869	690	28	
173	116	0	192	0	946.8	856.8	3	
313.3	145	0	178.5	8	1001.9	688.7	28	
190.7	0	125.4	162.1	7.8	1090	804	56	
144	0	175	158	18	943	844	28	
326	0	138	199	11	801	792	28	
362.6	189	0	164.9	11.6	944.7	755.8	91	
475	0	0	228	0	932	594	180	
168.9	42.2	124.3	158.3	10.8	1080.8	796.2	56	
167	187	195	185	7	898	636	28	
152	178	139	168	18	944	695	28	
362.6	189	0	164.9	11.6	944.7	755.8	56	
122.6	183.9	0	203.5	0	958.2	800.1	90	
213.5	0	174.2	159.2	11.7	1043.6	771.9	3	
525	0	0	189	0	1125	613	7	
316.1	210.7	0	185.7	0	977	689.3	7	
520	0	0	170	5.2	855	855	28	
173.8	93.4	159.9	172.3	9.7	1007.2	746.6	14	
173.5	50.1	173.5	164.8	6.5	1006.2	793.5	14	
178	129.8	118.6	179.9	3.6	1007.3	746.8	14	
238	0	0	185	0	1118	789	28	
139.6	209.4	0	192	0	1047	806.9	180	
359	19	141	154	10.9	942	801	28	
212.1	0	121.6	180.3	5.7	1057.6	779.3	14	
238.1	0	94.1	186.7	7	949.9	847	100	
